dex_no,name_en,generation,forms,category,height_m,weight_kg,hatch_time,name_fr,name_es,name_de,name_it,has_gender,female_percent,male_percent,is_breedable,catch_rate,leveling_rate,pokedex_colour,base_friendship,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_experience_yield,egg_group_0,egg_group_1,type_0,type_1,ev_yield_hp,ev_yield_attack,ev_yield_defense,ev_yield_special_attack,ev_yield_special_defense,ev_yield_speed,description_violet,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level,bulbapedia_link
0859,Impidimp,8,1,Wily Pokémon,0.4,5.5,20,Grimalin,Impidimp,Bähmon,Impidimp,True,0,100,True,255,Medium Fast,Pink,50,45,45,30,55,40,50,53,Fairy,Human-Like,Dark,Fairy,0,0,0,1,0,0,"They live in groups, pestering and playing pranks on each other to polish their troublemaking skills.",Prankster,Frisk,Pickpocket,False,False,True,basic,32,https://bulbapedia.bulbagarden.net/wiki/Impidimp_(Pok%C3%A9mon)
0860,Morgrem,8,1,Devious Pokémon,0.8,12.5,20,Fourbelin,Morgrem,Pelzebub,Morgrem,True,0,100,True,120,Medium Fast,Pink,50,65,60,45,75,55,70,130,Fairy,Human-Like,Dark,Fairy,0,0,0,2,0,0,This Pokémon absorbs negative emotions and turns them into energy. It's popular with people who tend to think gloomy thoughts.,Prankster,Frisk,Pickpocket,False,False,True,stage 1,42,https://bulbapedia.bulbagarden.net/wiki/Morgrem_(Pok%C3%A9mon)
0861,Grimmsnarl,8,1,Bulk Up Pokémon,1.5,61.0,20,Angoliath,Grimmsnarl,Olangaar,Grimmsnarl,True,0,100,True,45,Medium Fast,Purple,50,95,120,65,95,75,60,255,Fairy,Human-Like,Dark,Fairy,0,3,0,0,0,0,"It lives deep within the forest. Even after evolving into this splendid form, it hasn't given up on its petty misdeeds and pranks.",Prankster,Frisk,Pickpocket,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Grimmsnarl_(Pok%C3%A9mon)
0862,Obstagoon,8,1,Blocking Pokémon,1.6,46.0,15,Ixon,Obstagoon,Barrikadax,Obstagoon,True,50,50,True,45,Medium Fast,Gray,50,93,90,101,60,81,95,260,Field,,Dark,Normal,0,0,3,0,0,0,,Reckless,Guts,Defiant,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Obstagoon_(Pok%C3%A9mon)
0863,Perrserker,8,1,Viking Pokémon,0.8,28.0,20,Berserkatt,Perrserker,Mauzinger,Perrserker,True,50,50,True,90,Medium Fast,Brown,50,70,110,100,50,60,50,154,Field,,Steel,,0,2,0,0,0,0,,Battle Armor,Tough Claws,Steely Spirit,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Perrserker_(Pok%C3%A9mon)
0864,Cursola,8,1,Coral Pokémon,1.0,0.4,20,Corayôme,Cursola,Gorgasonn,Cursola,True,75,25,True,30,Fast,White,50,60,95,50,145,130,30,179,Water 1,Water 3,Ghost,,0,0,0,2,0,0,,Weak Armor,,Perish Body,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Cursola_(Pok%C3%A9mon)
0865,Sirfetch'd,8,1,Wild Duck Pokémon,0.8,117.0,20,Palarticho,Sirfetch'd,Lauchzelot,Sirfetch'd,True,50,50,True,45,Medium Fast,White,50,62,135,95,68,82,65,177,Flying,Field,Fighting,,0,2,0,0,0,0,,Steadfast,,Scrappy,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Sirfetch%27d_(Pok%C3%A9mon)
0866,Mr. Rime,8,1,Comedian Pokémon,1.5,58.2,25,M. Glaquette,Mr. Rime,Pantifrost,Mr. Rime,True,50,50,True,45,Medium Fast,Purple,50,80,85,75,110,100,70,182,Human-Like,,Ice,Psychic,0,0,0,3,0,0,,Tangled Feet,Screen Cleaner,Ice Body,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Mr._Rime_(Pok%C3%A9mon)
0867,Runerigus,8,1,Grudge Pokémon,1.6,66.6,25,Tutétékri,Runerigus,Oghnatoll,Runerigus,True,50,50,True,90,Medium Fast,Gray,50,58,95,145,50,105,30,169,Mineral,Amorphous,Ground,Ghost,0,0,2,0,0,0,,Wandering Spirit,,,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Runerigus_(Pok%C3%A9mon)
0868,Milcery,8,1,Cream Pokémon,0.2,0.3,20,Crèmy,Milcery,Hokumil,Milcery,True,100,0,True,200,Medium Fast,White,50,45,40,40,50,61,34,54,Fairy,Amorphous,Fairy,,0,0,0,0,1,0,"When attacked, it tackles its foe and covers them in cream. With its foe either blinded or astonished by deliciousness, Milcery flees.",Sweet Veil,,Aroma Veil,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Milcery_(Pok%C3%A9mon)
0869,Alcremie (Vanilla Cream),8,1,Cream Pokémon,0.3,0.5,20,Charmilly,Alcremie,Pokusan,Alcremie,True,100,0,True,100,Medium Fast,White,50,65,60,75,110,121,64,173,Fairy,Amorphous,Fairy,,0,0,0,0,2,0,"Alcremie that have been cherished produce exquisite cream, so Trainers always raise them lovingly.",Sweet Veil,,Aroma Veil,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Alcremie_(Pok%C3%A9mon)
0870,Falinks,8,1,Formation Pokémon,3.0,62.0,25,Hexadron,Falinks,Legios,Falinks,False,0,0,True,45,Medium Fast,Yellow,50,65,100,100,70,60,75,165,Fairy,Mineral,Fighting,,0,2,0,0,1,0,"The leader, known as the brass, uses its extendible horn to issue orders to the others when it's time to change formation.",Battle Armor,,Defiant,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Falinks_(Pok%C3%A9mon)
0871,Pincurchin,8,1,Sea Urchin Pokémon,0.3,1.0,20,Wattapik,Pincurchin,Britzigel,Pincurchin,True,50,50,True,75,Medium Fast,Purple,50,48,101,95,91,85,15,152,Water 1,Amorphous,Electric,,0,2,0,0,0,0,This Pokémon is so timid that even brushing against seaweed will make it discharge electricity in surprise. Its lips do not conduct electricity.,Lightning Rod,,Electric Surge,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Pincurchin_(Pok%C3%A9mon)
0872,Snom,8,1,Worm Pokémon,0.3,3.8,20,Frissonille,Snom,Snomnom,Snom,True,50,50,True,190,Medium Fast,White,50,30,25,35,45,30,20,37,Bug,,Ice,Bug,0,0,0,1,0,0,"Within its internal organs, Snom amplifies the frigid air it gets from eating snow and then uses this amplified air to create icicle-like spikes.",Shield Dust,,Ice Scales,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Snom_(Pok%C3%A9mon)
0873,Frosmoth,8,1,Frost Moth Pokémon,1.3,42.0,20,Beldeneige,Frosmoth,Mottineva,Frosmoth,True,50,50,True,75,Medium Fast,White,50,70,65,60,125,90,65,166,Bug,,Ice,Bug,0,0,0,2,0,0,"It causes blizzards as it flies around with its huge, chill-emanating wings. Clean meltwater is its favorite thing to drink.",Shield Dust,,Ice Scales,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Frosmoth_(Pok%C3%A9mon)
0874,Stonjourner,8,1,Big Rock Pokémon,2.5,520.0,25,Dolman,Stonjourner,Humanolith,Stonjourner,True,50,50,True,60,Slow,Gray,50,100,125,135,20,20,70,165,Mineral,,Rock,,0,0,2,0,0,0,This Pokémon spends its life gazing at the setting sun. It strides leisurely across grassy plains on legs of rock that weigh over400 poundseach.,Power Spot,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Stonjourner_(Pok%C3%A9mon)
0875,Eiscue (Ice Face),8,2,Penguin Pokémon,1.4,89.0,25,Bekaglaçon,Eiscue,Kubuin,Eiscue,True,50,50,True,60,Slow,Blue,50,75,80,110,65,90,50,165,Water 1,Field,Ice,,0,0,2,0,0,0,"If you lick the ice covering its face, you'll find it has a faintly salty taste. This species rode here on ocean currents from a cold, faraway land.",Ice Face,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Eiscue_(Pok%C3%A9mon)
0876,Indeedee (Male),8,2,Emotion Pokémon,0.9,28.0,40,Wimessir,Indeedee,Servol,Indeedee,True,50,50,True,30,Fast,Purple,140,60,65,55,105,95,95,166,Fairy,,Psychic,Normal,0,0,0,2,0,0,This Pokémon never leaves its Trainer's side. It predicts their actions with its psychic power and takes care of their day-to-day needs.,Inner Focus,Synchronize,Psychic Surge,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Indeedee_(Pok%C3%A9mon)
0877,Morpeko (Full Belly Mode),8,2,Two-Sided Pokémon,0.3,3.0,10,Morpeko,Morpeko,Morpeko,Morpeko,True,50,50,True,180,Medium Fast,Yellow,50,58,95,58,70,58,97,153,Field,Fairy,Electric,Dark,0,0,0,0,0,2,"It has a small stomach. If it isn't constantly eating the seeds it keeps in its pockets, it will get hungry immediately.",Hunger Switch,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Morpeko_(Pok%C3%A9mon)
0878,Cufant,8,1,Copperderm Pokémon,1.2,100.0,25,Charibari,Cufant,Kupfanti,Cufant,True,50,50,True,190,Medium Fast,Yellow,50,72,80,49,40,49,40,66,Field,Mineral,Steel,,0,1,0,0,0,0,"Cufant can lift loads weighing five tons. In the mornings, it heads into caves with its herd, in search of the ore on which these Pokémon feed.",Sheer Force,,Heavy Metal,False,False,True,basic,34,https://bulbapedia.bulbagarden.net/wiki/Cufant_(Pok%C3%A9mon)
0879,Copperajah,8,1,Copperderm Pokémon,3.0,650.0,25,Pachyradjah,Copperajah,Patinaraja,Copperajah,True,50,50,True,90,Medium Fast,Green,50,122,130,69,80,69,30,175,Field,Mineral,Steel,,0,2,0,0,0,0,"Copperajah are prideful, cantankerous Pokémon. Specimens with vibrant green skin command the respect of others of their kind.",Sheer Force,,Heavy Metal,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Copperajah_(Pok%C3%A9mon)
0880,Dracozolt,8,1,Fossil Pokémon,1.8,190.0,35,Galvagon,Dracozolt,Lectragon,Dracozolt,False,0,0,False,45,Slow,Green,50,90,100,90,80,70,75,177,No Eggs Discovered,,Electric,Dragon,0,2,0,0,0,0,,Volt Absorb,Hustle,Sand Rush,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Dracozolt_(Pok%C3%A9mon)
0881,Arctozolt,8,1,Fossil Pokémon,2.3,150.0,35,Galvagla,Arctozolt,Lecryodon,Arctozolt,False,0,0,False,45,Slow,Blue,50,90,100,90,90,80,55,177,No Eggs Discovered,,Electric,Ice,0,2,0,0,0,0,,Volt Absorb,Static,Slush Rush,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Arctozolt_(Pok%C3%A9mon)
0882,Dracovish,8,1,Fossil Pokémon,2.3,215.0,35,Hydragon,Dracovish,Pescragon,Dracovish,False,0,0,False,45,Slow,Green,50,90,90,100,70,80,75,177,No Eggs Discovered,,Water,Dragon,0,0,2,0,0,0,,Water Absorb,Strong Jaw,Sand Rush,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Dracovish_(Pok%C3%A9mon)
0883,Arctovish,8,1,Fossil Pokémon,2.0,175.0,35,Hydragla,Arctovish,Pescryodon,Arctovish,False,0,0,False,45,Slow,Blue,50,90,90,100,80,90,55,177,No Eggs Discovered,,Water,Ice,0,0,2,0,0,0,,Water Absorb,Ice Body,Slush Rush,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Arctovish_(Pok%C3%A9mon)
0884,Duraludon,8,1,Alloy Pokémon,1.8,40.0,30,Duralugon,Duraludon,Duraludon,Duraludon,True,50,50,True,45,Medium Fast,White,50,70,95,115,120,50,85,187,Mineral,Dragon,Steel,Dragon,0,0,0,2,0,0,Its metal body is durable but prone to retaining heat. It vents this heat from the slits in its tail.,Light Metal,Heavy Metal,Stalwart,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Duraludon_(Pok%C3%A9mon)
0885,Dreepy,8,1,Lingering Pokémon,0.5,2.0,40,Fantyrm,Dreepy,Grolldra,Dreepy,True,50,50,True,45,Slow,Green,50,28,60,30,40,30,82,54,Amorphous,Dragon,Dragon,Ghost,0,0,0,0,0,1,It has a habit of biting atClaunchereven though it doesn't feed on them. This is said to be vestigial behavior from when Dreepy was alive.,Clear Body,Infiltrator,Cursed Body,False,False,True,basic,50,https://bulbapedia.bulbagarden.net/wiki/Dreepy_(Pok%C3%A9mon)
0886,Drakloak,8,1,Caretaker Pokémon,1.4,11.0,40,Dispareptil,Drakloak,Phandra,Drakloak,True,50,50,True,45,Slow,Green,50,68,80,50,60,50,102,144,Amorphous,Dragon,Dragon,Ghost,0,0,0,0,0,2,"This Pokémon stores up energy in its lungs, then shoots it out. It takes care of Dreepy and battles alongside them until they're all grown up.",Clear Body,Infiltrator,Cursed Body,False,False,True,stage 1,60,https://bulbapedia.bulbagarden.net/wiki/Drakloak_(Pok%C3%A9mon)
0887,Dragapult,8,1,Stealth Pokémon,3.0,50.0,40,Lanssorien,Dragapult,Katapuldra,Dragapult,True,50,50,True,45,Slow,Green,50,88,120,75,100,75,142,300,Amorphous,Dragon,Dragon,Ghost,0,0,0,0,0,3,The fastest Dragapult of the group is always surrounded byDreepythat want to fly at sonic speed.,Clear Body,Infiltrator,Cursed Body,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Dragapult_(Pok%C3%A9mon)
0888,Zacian (Hero of Many Battles),8,2,Warrior Pokémon,2.8,110.0,120,Zacian,Zacian,Zacian,Zacian,False,0,0,False,10,Slow,Blue,0,92,130,115,80,115,138,335,No Eggs Discovered,,Fairy,,0,0,0,0,0,3,,Intrepid Sword,,,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Zacian_(Pok%C3%A9mon)
0889,Zamazenta (Hero of Many Battles),8,2,Warrior Pokémon,2.9,210.0,120,Zamazenta,Zamazenta,Zamazenta,Zamazenta,False,0,0,False,10,Slow,Red,0,92,130,115,80,115,138,335,No Eggs Discovered,,Fighting,,0,0,0,0,0,3,,Dauntless Shield,,,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Zamazenta_(Pok%C3%A9mon)
0890,Eternatus,8,1,Gigantic Pokémon,20.0,950.0,120,Éthernatos,Eternatus,Endynalos,Eternatus,False,0,0,False,255,Slow,Purple,0,140,85,95,145,95,130,345,No Eggs Discovered,,Poison,Dragon,3,0,0,0,0,0,,Pressure,,,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Eternatus_(Pok%C3%A9mon)
0891,Kubfu,8,1,Wushu Pokémon,0.6,12.0,120,Wushours,Kubfu,Dakuma,Kubfu,True,12.5,87.5,False,3,Slow,Gray,50,60,90,60,53,50,72,77,No Eggs Discovered,,Fighting,,0,1,0,0,0,0,,Inner Focus,,,True,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Kubfu_(Pok%C3%A9mon)
0892,Urshifu (Single Strike Style),8,2,Wushu Pokémon,1.9,105.0,120,Shifours,Urshifu,Wulaosu,Urshifu,True,12.5,87.5,False,3,Slow,Gray,50,100,130,100,63,60,97,275,No Eggs Discovered,,Fighting,Dark,0,3,0,0,0,0,,Unseen Fist,,,True,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Urshifu_(Pok%C3%A9mon)
0893,Zarude,8,1,Rogue Monkey Pokémon,1.8,70.0,120,Zarude,Zarude,Zarude,Zarude,False,0,0,False,3,Slow,Black,0,105,120,105,70,95,105,300,No Eggs Discovered,,Dark,Grass,0,3,0,0,0,0,,Leaf Guard,,,False,True,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Zarude_(Pok%C3%A9mon)
0894,Regieleki,8,1,Electron Pokémon,1.2,145.0,120,Regieleki,Regieleki,Regieleki,Regieleki,False,0,0,False,3,Slow,Yellow,35,80,100,50,100,50,200,290,No Eggs Discovered,,Electric,,0,0,0,0,0,3,,Transistor,,,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Regieleki_(Pok%C3%A9mon)
0895,Regidrago,8,1,Dragon Orb Pokémon,2.1,200.0,120,Regidrago,Regidrago,Regidrago,Regidrago,False,0,0,False,3,Slow,Green,35,200,100,50,100,50,80,290,No Eggs Discovered,,Dragon,,3,0,0,0,0,0,,Dragon's Maw,,,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Regidrago_(Pok%C3%A9mon)
0896,Glastrier,8,1,Wild Horse Pokémon,2.2,800.0,120,Blizzeval,Glastrier,Polaross,Glastrier,False,0,0,False,3,Slow,White,35,100,145,130,65,110,30,290,No Eggs Discovered,,Ice,,0,3,0,0,0,0,,Chilling Neigh,,,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Glastrier_(Pok%C3%A9mon)
0897,Spectrier,8,1,Swift Horse Pokémon,2.0,44.5,120,Spectreval,Spectrier,Phantoross,Spectrier,False,0,0,False,3,Slow,Black,35,100,65,60,145,80,130,290,No Eggs Discovered,,Ghost,,0,0,0,3,0,0,,Grim Neigh,,,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Spectrier_(Pok%C3%A9mon)
0898,Calyrex,8,3,King Pokémon,1.1,7.7,120,Sylveroy,Calyrex,Coronospa,Calyrex,False,0,0,False,3,Slow,Green,100,100,80,80,80,80,80,250,No Eggs Discovered,,Psychic,Grass,3,0,0,0,0,0,,Unnerve,,,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Calyrex_(Pok%C3%A9mon)
0899,Wyrdeer,8,1,Big Horn Pokémon,1.8,95.1,20,Cerbyllin,Wyrdeer,Damythir,Wyrdeer,True,50,50,True,45,Slow,Gray,50,103,105,72,105,75,65,263,Field,,Normal,Psychic,0,1,0,1,0,0,,Intimidate,Frisk,Sap Sipper,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Wyrdeer_(Pok%C3%A9mon)
0900,Kleavor,8,1,Axe Pokémon,1.8,89.0,20,Hachécateur,Kleavor,Axantor,Kleavor,True,50,50,True,15,Medium Fast,Brown,50,70,135,95,45,70,85,175,Bug,,Bug,Rock,0,2,0,0,0,0,"This Pokémon is a rough, crude, and violent sort. It swings around its large, heavy stone axes to finish off its prey.",Swarm,Sheer Force,Sharpness,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Kleavor_(Pok%C3%A9mon)
0901,Ursaluna,8,1,Peat Pokémon,2.4,290.0,20,Ursaking,Ursaluna,Ursaluna,Ursaluna,True,50,50,True,20,Medium Fast,Brown,50,130,140,105,45,80,50,275,Field,,Ground,Normal,0,3,0,0,0,0,This special Ursaluna can see in the dark with its left eye and protects itself with mud that is as hard as iron.,Guts,Bulletproof,Unnerve,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Ursaluna_(Pok%C3%A9mon)
0902,Basculegion (Male),8,2,Big Fish Pokémon,3.0,110.0,20,Paragruel,Basculegion,Salmagnis,Basculegion,True,50,50,True,45,Medium Fast,Green,50,120,112,65,80,75,78,265,Water 2,,Water,Ghost,2,0,0,0,0,0,It can jump with incredible power. Parts of its body are tinged red by the rage of its fallen friends.,Swift Swim,Adaptability,Mold Breaker,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Basculegion_(Pok%C3%A9mon)
0903,Sneasler,8,1,Free Climb Pokémon,1.3,43.0,20,Farfurex,Sneasler,Snieboss,Sneasler,True,50,50,True,20,Medium Slow,Blue,50,80,130,60,40,80,120,102,Field,,Fighting,Poison,0,1,0,0,0,1,,Pressure,Unburden,Poison Touch,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Sneasler_(Pok%C3%A9mon)
0904,Overqwil,8,1,Pin Cluster Pokémon,2.5,60.5,20,Qwilpik,Overqwil,Myriador,Overqwil,True,50,50,True,45,Medium Fast,Black,50,85,115,95,65,65,85,179,Water 2,,Dark,Poison,0,2,0,0,0,0,"It’s ferocious and has a short temper. The ends of its spikes are barbed, and they can’t be easily removed once they’ve punctured something.",Poison Point,Swift Swim,Intimidate,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Overqwil_(Pok%C3%A9mon)
0905,Enamorus (Incarnate Forme),8,2,Love-Hate Pokémon,1.6,48.0,20,Amovénus,Enamorus,Cupidos,Enamorus,True,100,0,False,3,Slow,Pink,50,74,115,70,135,80,106,116,No Eggs Discovered,,Fairy,Flying,0,0,0,3,0,0,,Cute Charm,,Contrary,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Enamorus_(Pok%C3%A9mon)
0906,Sprigatito,9,1,Grass Cat Pokémon,0.4,4.1,20,Poussacha,Sprigatito,Felori,Sprigatito,True,12.5,87.5,True,45,Medium Slow,Green,50,40,61,54,45,45,65,62,Field,Grass,Grass,,0,0,0,0,0,1,The sweet scent its body gives off mesmerizes those around it. The scent grows stronger when this Pokémon is in the sun.,Overgrow,,Protean,False,False,True,basic,16,https://bulbapedia.bulbagarden.net/wiki/Sprigatito_(Pok%C3%A9mon)
0907,Floragato,9,1,Grass Cat Pokémon,0.9,12.2,20,Matourgeon,Floragato,Feliospa,Floragato,True,12.5,87.5,True,45,Medium Slow,Green,50,61,80,63,60,63,83,144,Field,Grass,Grass,,0,0,0,0,0,2,"The hardness of Floragato's fur depends on the Pokémon's mood. When Floragato is prepared to battle, its fur becomes pointed and needle sharp.",Overgrow,,Protean,False,False,True,stage 1,36,https://bulbapedia.bulbagarden.net/wiki/Floragato_(Pok%C3%A9mon)
0908,Meowscarada,9,1,Magician Pokémon,1.5,31.2,20,Miascarade,Meowscarada,Maskagato,Meowscarada,True,12.5,87.5,True,45,Medium Slow,Green,50,76,110,70,81,70,123,265,Field,Grass,Grass,Dark,0,0,0,0,0,3,"With skillful misdirection, it rigs foes with pollen-packed flower bombs. Meowscarada sets off the bombs before its foes realize what's going on.",Overgrow,,Protean,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Meowscarada_(Pok%C3%A9mon)
0909,Fuecoco,9,1,Fire Croc Pokémon,0.4,9.8,20,Chochodile,Fuecoco,Krokel,Fuecoco,True,12.5,87.5,True,45,Medium Slow,Red,50,67,45,59,63,40,36,62,Field,,Fire,,1,0,0,0,0,0,"Its flame sac is small, so energy is always leaking out. This energy is released from the dent atop Fuecoco's head and flickers to and fro.",Blaze,,Unaware,False,False,True,basic,16,https://bulbapedia.bulbagarden.net/wiki/Fuecoco_(Pok%C3%A9mon)
0910,Crocalor,9,1,Fire Croc Pokémon,1.0,30.7,20,Crocogril,Crocalor,Lokroko,Crocalor,True,12.5,87.5,True,45,Medium Slow,Red,50,81,55,78,90,58,49,144,Field,,Fire,,0,0,0,2,0,0,The valve in Crocalor's flame sac is closely connected to its vocal cords. This Pokémon utters a guttural cry as it spews flames every which way.,Blaze,,Unaware,False,False,True,stage 1,36,https://bulbapedia.bulbagarden.net/wiki/Crocalor_(Pok%C3%A9mon)
0911,Skeledirge,9,1,Singer Pokémon,1.6,326.5,20,Flâmigator,Skeledirge,Skelokrok,Skeledirge,True,12.5,87.5,True,45,Medium Slow,Red,50,104,75,100,110,75,66,265,Field,,Fire,Ghost,0,0,0,3,0,0,"Skeledirge’s gentle singing soothes the souls of all that hear it. It burns its enemies to a crisp with flames of over5,400 degrees Fahrenheit.",Blaze,,Unaware,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Skeledirge_(Pok%C3%A9mon)
0912,Quaxly,9,1,Duckling Pokémon,0.5,6.1,20,Coiffeton,Quaxly,Kwaks,Quaxly,True,12.5,87.5,True,45,Medium Slow,Blue,50,55,65,45,50,45,50,62,Flying,Water 1,Water,,0,1,0,0,0,0,Its strong legs let it easily swim around in even fast-flowing rivers. It likes to keep things tidy and is prone to overthinking things.,Torrent,,Moxie,False,False,True,basic,16,https://bulbapedia.bulbagarden.net/wiki/Quaxly_(Pok%C3%A9mon)
0913,Quaxwell,9,1,Practicing Pokémon,1.2,21.5,20,Canarbello,Quaxwell,Fuentente,Quaxwell,True,12.5,87.5,True,45,Medium Slow,Blue,50,70,85,65,65,60,65,144,Flying,Water 1,Water,,0,2,0,0,0,0,The hardworking Quaxwell observes people and Pokémon from various regions and incorporates their movements into its own dance routines.,Torrent,,Moxie,False,False,True,stage 1,36,https://bulbapedia.bulbagarden.net/wiki/Quaxwell_(Pok%C3%A9mon)
0914,Quaquaval,9,1,Dancer Pokémon,1.8,61.9,20,Palmaval,Quaquaval,Bailonda,Quaquaval,True,12.5,87.5,True,45,Medium Slow,Blue,50,85,120,80,85,75,85,265,Flying,Water 1,Water,Fighting,0,3,0,0,0,0,"Dancing in ways that evoke far-away places, this Pokémon mesmerizes all that see it. Flourishes of its decorative water feathers slice into its foes.",Torrent,,Moxie,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Quaquaval_(Pok%C3%A9mon)
0915,Lechonk,9,1,Hog Pokémon,0.5,10.2,15,Gourmelet,Lechonk,Ferkuli,Lechonk,True,50,50,True,255,Medium Fast,Gray,50,54,45,40,35,45,35,51,Field,,Normal,,1,0,0,0,0,0,This Pokémon spurns all but the finest of foods. Its body gives off an herblike scent that bug Pokémon detest.,Aroma Veil,Gluttony,Thick Fat,False,False,True,basic,18,https://bulbapedia.bulbagarden.net/wiki/Lechonk_(Pok%C3%A9mon)
0916,Oinkologne (Male),9,2,Hog Pokémon,1.0,120.0,15,Fragroin,Oinkologne,Fragrunz,Oinkologne,True,50,50,True,100,Medium Fast,Gray,50,110,100,75,59,80,65,171,Field,,Normal,,2,0,0,0,0,0,"It entrances female Pokémon with the sweet, alluring scent that wafts from all over its body.",Lingering Aroma,Gluttony,Thick Fat,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Oinkologne_(Pok%C3%A9mon)
0917,Tarountula,9,1,String Ball Pokémon,0.3,4.0,15,Tissenboule,Tarountula,Tarundel,Tarountula,True,50,50,True,255,Erratic,White,50,35,41,45,29,40,20,42,Bug,,Bug,,0,0,1,0,0,0,The thread it secretes from its rear is as strong as wire. The secret behind the thread's strength is the topic of ongoing research.,Insomnia,,Stakeout,False,False,True,basic,15,https://bulbapedia.bulbagarden.net/wiki/Tarountula_(Pok%C3%A9mon)
